user,item,ranks,norm_ranks,test_year
1098,7352,,,2008
1098,2277,573.0,573.0,2008
1098,12312,,,2008
1102,89,,,2008
1102,980,,,2008
1103,9,282.0,282.0,2008
1103,9869,,,2008
1103,7514,,,2008
1103,4876,825.0,824.0,2008
1103,4317,1044.0,1042.0,2008
1103,4316,,,2008
1103,2824,,,2008
1103,1713,169.0,169.0,2008
1103,1301,,,2008
1103,1300,138.0,138.0,2008
1103,1296,,,2008
1103,1295,174.0,172.0,2008
1103,715,120.0,120.0,2008
1103,599,24.0,24.0,2008
1103,697,1791.0,1783.0,2008
1103,173,36.0,35.0,2008
1103,64,98.0,96.0,2008
1103,70,147.0,142.0,2008
1103,72,1.0,1.0,2008
1103,75,518.0,508.0,2008
1103,81,154.0,147.0,2008
1103,153,538.0,526.0,2008
1103,378,20.0,19.0,2008
1103,10622,,,2008
1103,228,164.0,155.0,2008
1103,238,112.0,107.0,2008
1103,295,35.0,32.0,2008
1103,357,1844.0,1824.0,2008
1103,1116,75.0,70.0,2008
1103,362,,,2008
1103,1704,,,2008
1103,10462,,,2008
1107,493,246.0,246.0,2008
1107,830,353.0,352.0,2008
1107,1672,68.0,68.0,2008
1107,2940,,,2008
1108,12363,,,2008
1108,2677,,,2008
1108,12367,,,2008
1108,12376,,,2008
1110,920,4.0,4.0,2008
1110,4670,47.0,46.0,2008
1118,814,,,2008
1118,1861,1664.0,1664.0,2008
1118,4225,1061.0,1061.0,2008
1118,190,3.0,3.0,2008
1118,81,154.0,153.0,2008
1118,460,,,2008
1118,779,1136.0,1133.0,2008
1118,758,701.0,699.0,2008
1120,55,58.0,58.0,2008
1120,67,8.0,8.0,2008
1120,285,179.0,177.0,2008
1120,295,35.0,34.0,2008
1126,12516,,,2008
1130,190,3.0,3.0,2008
1130,378,20.0,19.0,2008
1130,498,37.0,35.0,2008
1134,12566,,,2008
1140,12600,,,2008
1147,1339,95.0,95.0,2008
1147,2944,,,2008
1150,356,,,2008
1150,5266,,,2008
1150,12690,,,2008
1152,59,146.0,146.0,2008
1152,1806,432.0,431.0,2008
1152,12709,,,2008
1152,12707,,,2008
1152,1510,150.0,149.0,2008
1152,12710,,,2008
1152,12711,,,2008
1152,12717,,,2008
1152,12720,,,2008
1152,4230,1242.0,1239.0,2008
1152,851,117.0,117.0,2008
1152,12722,,,2008
1152,12705,,,2008
1152,12706,,,2008
1154,782,823.0,823.0,2008
1154,1705,1639.0,1638.0,2008
1154,4126,1462.0,1461.0,2008
1154,6990,,,2008
1161,1933,,,2008
1161,396,371.0,371.0,2008
1161,1098,23.0,23.0,2008
1161,300,,,2008
1161,12804,,,2008
1161,10807,,,2008
1161,171,1052.0,1050.0,2008
1161,12807,,,2008
1161,5110,,,2008
1161,5082,1531.0,1528.0,2008
1161,2100,,,2008
1161,2096,,,2008
1161,2093,,,2008
1161,397,,,2008
1161,8398,,,2008
1161,12810,,,2008
1161,12811,,,2008
1161,1910,,,2008
1161,12800,,,2008
1165,12832,,,2008
1167,12866,,,2008
1167,12873,,,2008
1167,12878,,,2008
1170,403,309.0,309.0,2008
1170,498,37.0,37.0,2008
1170,546,,,2008
1170,1048,200.0,199.0,2008
1172,163,354.0,354.0,2008
1172,72,164.0,164.0,2008
1172,176,124.0,124.0,2008
1172,903,1246.0,1243.0,2008
1172,955,284.0,282.0,2008
1172,1009,665.0,661.0,2008
1172,506,49.0,49.0,2008
1172,712,242.0,239.0,2008
1172,2975,,,2008
1172,11825,,,2008
1172,2047,720.0,713.0,2008
1172,4332,,,2008
1177,12955,,,2008
1177,510,1698.0,1698.0,2008
1177,12692,,,2008
1177,12952,,,2008
1177,12949,,,2008
1177,12948,,,2008
1177,12034,,,2008
1177,10306,,,2008
1177,9400,,,2008
1177,9282,,,2008
1177,9187,1392.0,1392.0,2008
1177,4750,,,2008
1177,371,,,2008
1177,7754,,,2008
1177,4177,,,2008
1177,3927,,,2008
1177,3127,,,2008
1177,2661,867.0,867.0,2008
1177,1470,820.0,820.0,2008
1177,4361,,,2008
1177,1859,951.0,949.0,2008
1177,1855,,,2008
1177,1852,570.0,570.0,2008
1177,12951,,,2008
1177,12950,,,2008
1177,4745,,,2008
1177,12693,,,2008
1177,11796,,,2008
1177,1867,,,2008
1177,7756,,,2008
1177,3928,,,2008
1178,4828,482.0,482.0,2008
1178,5746,,,2008
1181,12973,,,2008
1182,1131,46.0,46.0,2008
1182,233,10.0,10.0,2008
1182,2174,,,2008
1183,25,212.0,212.0,2008
1183,1541,453.0,452.0,2008
1183,1555,,,2008
1183,1853,645.0,643.0,2008
1183,2080,639.0,637.0,2008
1183,2430,304.0,303.0,2008
1183,2850,300.0,299.0,2008
1183,5641,,,2008
1183,3719,,,2008
1183,4822,,,2008
1183,4823,,,2008
1183,4831,,,2008
1183,4839,,,2008
1183,5630,1204.0,1198.0,2008
1183,5640,,,2008
1183,4821,1148.0,1142.0,2008
1183,1185,413.0,410.0,2008
1183,1197,,,2008
1183,1180,604.0,599.0,2008
1183,234,202.0,202.0,2008
1183,383,1176.0,1166.0,2008
1183,412,1419.0,1407.0,2008
1183,486,38.0,38.0,2008
1183,492,445.0,439.0,2008
1183,500,1634.0,1619.0,2008
1183,1181,1953.0,1937.0,2008
1183,537,101.0,100.0,2008
1183,536,231.0,227.0,2008
1183,813,1336.0,1320.0,2008
1183,816,,,2008
1183,818,,,2008
1183,1044,201.0,199.0,2008
1183,779,1136.0,1122.0,2008
1183,12983,,,2008
1183,846,789.0,775.0,2008
1183,1274,737.0,723.0,2008
1183,1206,283.0,277.0,2008
1183,4218,,,2008
1183,494,,,2008
1184,67,8.0,8.0,2008
1186,89,,,2008
1186,292,26.0,26.0,2008
1186,889,459.0,458.0,2008
1188,207,28.0,28.0,2008
1188,3200,257.0,256.0,2008
1188,13007,,,2008
1188,1983,359.0,357.0,2008
1191,1639,202.0,202.0,2008
1193,198,47.0,47.0,2008
1193,1978,,,2008
1193,1984,,,2008
1193,3238,,,2008
1193,3640,,,2008
1193,7038,,,2008
1193,8286,,,2008
1193,9932,,,2008
1193,10897,,,2008
1193,13017,,,2008
1193,13019,,,2008
1193,1814,463.0,462.0,2008
1193,13023,,,2008
1194,7152,,,2008
1194,64,98.0,98.0,2008
1194,1705,1639.0,1638.0,2008
1194,4922,,,2008
1194,13037,,,2008
1195,8705,,,2008
1195,6410,,,2008
1199,154,5.0,5.0,2008
1199,2624,497.0,496.0,2008
1199,3003,,,2008
1199,3012,,,2008
1202,1014,50.0,50.0,2008
1202,1001,52.0,51.0,2008
1202,599,99.0,97.0,2008
1202,441,46.0,46.0,2008
1202,3289,,,2008
1202,1019,1.0,1.0,2008
1202,4447,,,2008
1202,6852,,,2008
1202,905,34.0,33.0,2008
1202,601,78.0,73.0,2008
1202,3201,7.0,6.0,2008
1202,959,111.0,103.0,2008
1202,58,134.0,125.0,2008
1202,1000,,,2008
1202,2554,22.0,20.0,2008
1202,100,80.0,72.0,2008
1202,4308,204.0,192.0,2008
1202,3466,373.0,360.0,2008
1202,1151,,,2008
1202,1686,,,2008
1202,233,153.0,141.0,2008
1209,51,66.0,66.0,2008
1209,99,6.0,6.0,2008
1209,7347,,,2008
1209,3920,148.0,146.0,2008
1209,2937,,,2008
1209,2562,58.0,57.0,2008
1209,2556,237.0,233.0,2008
1209,2029,91.0,88.0,2008
1209,227,146.0,142.0,2008
1209,874,130.0,126.0,2008
1209,72,33.0,32.0,2008
1209,183,325.0,316.0,2008
1209,3201,144.0,138.0,2008
1209,13158,,,2008
1209,1005,,,2008
1209,91,421.0,410.0,2008
1209,6790,423.0,411.0,2008
1209,994,322.0,312.0,2008
1209,13157,,,2008
1209,1018,,,2008
1209,599,186.0,177.0,2008
1209,3832,,,2008
1209,85,25.0,24.0,2008
1209,13151,,,2008
1209,13152,,,2008
1209,1414,310.0,298.0,2008
1209,13159,,,2008
1209,1416,257.0,245.0,2008
1209,8995,,,2008
1210,732,338.0,338.0,2008
1210,51,8.0,8.0,2008
1210,8995,,,2008
1211,9256,,,2008
1217,13231,,,2008
1220,159,12.0,12.0,2008
1220,183,407.0,406.0,2008
1220,903,121.0,120.0,2008
1220,1409,1915.0,1912.0,2008
1222,456,347.0,347.0,2008
1222,459,642.0,641.0,2008
1222,479,,,2008
1222,891,260.0,260.0,2008
1222,279,,,2008
1222,455,234.0,234.0,2008
1222,800,581.0,578.0,2008
1222,2021,1600.0,1595.0,2008
1222,305,245.0,244.0,2008
1222,1602,,,2008
1223,13267,,,2008
1223,9888,,,2008
1223,8312,,,2008
1223,5790,,,2008
1223,2901,321.0,321.0,2008
1223,2629,,,2008
1223,735,45.0,45.0,2008
1223,601,241.0,240.0,2008
1223,66,1612.0,1609.0,2008
1223,1005,,,2008
1223,580,1557.0,1554.0,2008
1223,565,1863.0,1858.0,2008
1223,93,,,2008
1223,728,340.0,337.0,2008
1223,734,,,2008
1223,6742,,,2008
1223,1427,987.0,983.0,2008
1223,1519,1016.0,1011.0,2008
1223,1844,571.0,567.0,2008
1223,583,1118.0,1111.0,2008
1223,5659,,,2008
1223,72,1.0,1.0,2008
1223,7685,,,2008
1223,157,105.0,103.0,2008
1223,992,,,2008
1223,903,121.0,118.0,2008
1223,228,164.0,160.0,2008
1223,11927,,,2008
1223,7056,892.0,883.0,2008
1223,7643,,,2008
1223,599,24.0,23.0,2008
1223,7525,754.0,744.0,2008
1223,7650,,,2008
1223,69,1318.0,1303.0,2008
1224,580,2.0,2.0,2008
1224,728,45.0,44.0,2008
1224,1639,23.0,22.0,2008
1224,2894,,,2008
1224,8114,,,2008
1224,13269,,,2008
1224,2786,1510.0,1507.0,2008
1225,72,1.0,1.0,2008
1225,159,12.0,11.0,2008
1225,6760,,,2008
1226,299,39.0,39.0,2008
1226,3173,1262.0,1261.0,2008
1226,4716,,,2008
1229,13301,,,2008
1229,13298,,,2008
1230,6161,,,2008
1230,13333,,,2008
1233,13351,,,2008
1233,13352,,,2008
1234,13361,,,2008
1235,298,1022.0,1022.0,2008
1235,377,149.0,149.0,2008
1235,540,168.0,167.0,2008
1235,13365,,,2008
1237,12791,,,2008
1237,13079,,,2008
1237,13382,,,2008
1239,81,154.0,154.0,2008
1239,152,99.0,99.0,2008
1239,163,16.0,16.0,2008
1239,4675,315.0,312.0,2008
1239,227,4.0,4.0,2008
1239,964,1503.0,1498.0,2008
1239,2797,1571.0,1565.0,2008
1239,13394,,,2008
1245,1197,,,2008
1245,7776,,,2008
1245,6191,879.0,879.0,2008
1245,2661,131.0,131.0,2008
1245,13433,,,2008
1245,930,221.0,220.0,2008
1245,1105,333.0,331.0,2008
1245,1179,1147.0,1143.0,2008
1245,1182,,,2008
1245,1193,13.0,13.0,2008
1245,8884,61.0,60.0,2008
1245,1517,,,2008
1245,2600,1170.0,1163.0,2008
1245,498,1.0,1.0,2008
1245,3616,40.0,38.0,2008
1245,3769,231.0,225.0,2008
1245,493,122.0,118.0,2008
1245,6298,305.0,297.0,2008
1245,486,11.0,10.0,2008
1245,229,960.0,948.0,2008
1253,288,31.0,31.0,2008
1253,333,7.0,7.0,2008
1253,542,516.0,514.0,2008
1253,1045,487.0,485.0,2008
1253,283,,,2008
1253,292,26.0,25.0,2008
1253,299,39.0,36.0,2008
1253,300,,,2008
1253,306,93.0,89.0,2008
1253,325,177.0,172.0,2008
1253,4708,,,2008
1254,152,247.0,247.0,2008
1254,918,128.0,128.0,2008
1254,13501,,,2008
1254,13506,,,2008
1254,13507,,,2008
1259,501,175.0,175.0,2008
1259,966,6.0,6.0,2008
1259,12168,,,2008
1259,45,875.0,873.0,2008
1259,472,1041.0,1038.0,2008
1259,500,1408.0,1404.0,2008
1259,1044,116.0,115.0,2008
1259,1927,,,2008
1261,418,149.0,149.0,2008
1261,3057,82.0,82.0,2008
1261,10729,,,2008
1261,1633,,,2008
1264,959,55.0,55.0,2008
1267,707,30.0,30.0,2008
1267,1406,250.0,249.0,2008
1267,227,4.0,4.0,2008
1267,1339,95.0,93.0,2008
1267,234,202.0,199.0,2008
1267,412,1419.0,1414.0,2008
1267,498,37.0,35.0,2008
1267,1755,943.0,937.0,2008
1267,1358,77.0,74.0,2008
1267,1249,94.0,90.0,2008
1267,1206,283.0,275.0,2008
1267,1186,774.0,765.0,2008
1267,957,130.0,124.0,2008
1267,930,21.0,20.0,2008
1267,154,5.0,4.0,2008
1267,706,84.0,78.0,2008
1267,378,20.0,18.0,2008
1267,229,11.0,9.0,2008
1267,918,62.0,55.0,2008
1267,917,18.0,15.0,2008
1267,439,218.0,203.0,2008
1267,163,16.0,13.0,2008
1267,540,63.0,53.0,2008
1267,230,92.0,79.0,2008
1267,1672,68.0,57.0,2008
1267,4834,,,2008
1273,81,509.0,509.0,2008
1273,154,10.0,10.0,2008
1273,1098,352.0,351.0,2008
1273,1714,,,2008
1273,5609,,,2008
1276,3043,,,2008
1277,227,248.0,248.0,2008
1277,899,,,2008
1277,229,1010.0,1009.0,2008
1277,2607,,,2008
1277,190,131.0,131.0,2008
1280,154,11.0,11.0,2008
1280,222,165.0,164.0,2008
1283,292,18.0,18.0,2008
1283,289,15.0,15.0,2008
1283,311,13.0,13.0,2008
1283,6527,,,2008
1283,217,1853.0,1850.0,2008
1283,1054,,,2008
1283,908,11.0,11.0,2008
1283,305,30.0,26.0,2008
1283,1459,102.0,97.0,2008
1283,344,,,2008
1283,471,,,2008
1283,349,43.0,38.0,2008
1283,291,73.0,67.0,2008
1283,300,,,2008
1283,1590,,,2008
1283,288,3.0,3.0,2008
1283,701,81.0,73.0,2008
1283,182,274.0,264.0,2008
1283,333,63.0,56.0,2008
1283,298,214.0,203.0,2008
1283,190,858.0,845.0,2008
1284,2667,,,2008
1286,1390,,,2008
1286,1396,1217.0,1217.0,2008
1286,1151,,,2008
1288,13686,,,2008
1288,1972,,,2008
1288,5783,,,2008
1288,13687,,,2008
1288,13689,,,2008
1289,440,352.0,352.0,2008
1289,3691,503.0,502.0,2008
1291,985,100.0,100.0,2008
1292,1639,131.0,131.0,2008
1295,154,5.0,5.0,2008
1295,207,28.0,27.0,2008
1295,230,92.0,90.0,2008
1295,1048,200.0,197.0,2008
1302,227,4.0,4.0,2008
1302,439,218.0,217.0,2008
1302,1424,295.0,293.0,2008
1302,1556,,,2008
1302,2277,520.0,517.0,2008
1308,292,51.0,51.0,2008
1309,436,11.0,11.0,2008
1309,512,403.0,402.0,2008
1309,2698,,,2008
1309,5296,,,2008
1309,599,791.0,789.0,2008
1309,867,1916.0,1913.0,2008
1309,5549,452.0,450.0,2008
1309,13755,,,2008
1311,287,,,2008
1311,301,224.0,224.0,2008
1311,1937,,,2008
1312,830,353.0,353.0,2008
1315,2144,,,2008
1316,851,205.0,205.0,2008
1316,227,4.0,4.0,2008
1316,715,120.0,119.0,2008
1316,554,1686.0,1683.0,2008
1316,498,37.0,36.0,2008
1316,67,8.0,7.0,2008
1316,6784,1133.0,1128.0,2008
1316,4620,1693.0,1686.0,2008
1316,2902,,,2008
1316,2531,61.0,58.0,2008
1316,1244,198.0,193.0,2008
1316,734,,,2008
1316,13830,,,2008
1316,718,194.0,189.0,2008
1316,333,7.0,6.0,2008
1316,302,,,2008
1316,212,135.0,129.0,2008
1316,475,279.0,269.0,2008
1316,291,15.0,12.0,2008
1316,13832,,,2008
1316,3319,,,2008
1316,157,105.0,99.0,2008
1316,959,55.0,50.0,2008
1316,986,743.0,729.0,2008
1316,300,,,2008
1316,733,530.0,516.0,2008
1316,192,465.0,451.0,2008
1316,3306,,,2008
1316,906,663.0,647.0,2008
1316,2444,261.0,248.0,2008
1316,89,,,2008
1316,289,2.0,2.0,2008
1321,207,28.0,28.0,2008
1321,706,84.0,83.0,2008
1321,709,57.0,56.0,2008
1321,1412,103.0,100.0,2008
1321,1520,560.0,556.0,2008
1321,1556,,,2008
1321,2142,,,2008
1321,3475,818.0,813.0,2008
1321,13842,,,2008
1322,188,173.0,173.0,2008
1322,2172,,,2008
1325,871,,,2008
1325,4359,,,2008
1325,162,1619.0,1619.0,2008
1325,9920,,,2008
1325,13886,,,2008
1327,51,6.0,6.0,2008
1327,7927,1363.0,1362.0,2008
1327,6073,,,2008
1327,5260,748.0,747.0,2008
1327,4978,,,2008
1327,3201,195.0,194.0,2008
1327,2567,,,2008
1327,2562,272.0,270.0,2008
1327,2559,1697.0,1692.0,2008
1327,2469,1431.0,1426.0,2008
1327,1892,289.0,286.0,2008
1327,1889,1636.0,1629.0,2008
1327,13900,,,2008
1327,1884,,,2008
1327,1006,721.0,717.0,2008
1327,1000,,,2008
1327,999,915.0,909.0,2008
1327,997,59.0,58.0,2008
1327,994,719.0,714.0,2008
1327,993,42.0,41.0,2008
1327,253,1332.0,1322.0,2008
1327,193,80.0,77.0,2008
1327,98,106.0,102.0,2008
1327,95,1024.0,1012.0,2008
1327,1122,72.0,69.0,2008
1327,13901,,,2008
1327,187,41.0,40.0,2008
1331,13936,,,2008
1331,13938,,,2008
1331,13940,,,2008
1331,889,459.0,459.0,2008
1331,4801,,,2008
1331,1135,,,2008
1331,13942,,,2008
1331,13943,,,2008
1332,97,,,2008
1333,217,142.0,142.0,2008
1333,4114,,,2008
1333,227,7.0,7.0,2008
1335,13957,,,2008
1335,233,10.0,10.0,2008
1335,748,136.0,135.0,2008
1335,756,,,2008
1335,7468,,,2008
1335,13950,,,2008
1335,616,,,2008
1335,1504,64.0,63.0,2008
1335,2670,,,2008
1335,13317,,,2008
1335,859,114.0,112.0,2008
1335,6163,,,2008
1335,1222,681.0,677.0,2008
1336,72,1.0,1.0,2008
1336,159,12.0,11.0,2008
1336,163,16.0,14.0,2008
1336,441,25.0,22.0,2008
1336,1083,109.0,105.0,2008
1336,599,24.0,21.0,2008
1336,515,292.0,286.0,2008
1337,70,69.0,69.0,2008
1337,3205,,,2008
1337,989,279.0,278.0,2008
1339,498,37.0,37.0,2008
1340,917,18.0,18.0,2008
1340,1974,267.0,266.0,2008
1340,4821,1148.0,1146.0,2008
1340,13967,,,2008
1340,3444,,,2008
1340,1610,,,2008
1340,2493,1437.0,1434.0,2008
1340,2637,,,2008
1340,3364,1885.0,1881.0,2008
1340,920,107.0,106.0,2008
1342,163,16.0,16.0,2008
1342,212,135.0,134.0,2008
1342,1772,1364.0,1362.0,2008
1342,2339,,,2008
1342,4620,1693.0,1690.0,2008
1342,4971,,,2008
1342,8420,,,2008
1342,503,123.0,122.0,2008
1342,712,242.0,239.0,2008
1342,806,768.0,764.0,2008
1342,1412,103.0,102.0,2008
1342,13981,,,2008
1350,190,454.0,454.0,2008
1350,706,22.0,22.0,2008
1350,226,895.0,893.0,2008
1355,211,1047.0,1047.0,2008
1355,223,1108.0,1107.0,2008
1355,622,51.0,51.0,2008
1355,1944,1369.0,1366.0,2008
1355,6836,1152.0,1149.0,2008
1355,5925,,,2008
1355,14063,,,2008
1355,602,536.0,535.0,2008
1355,604,1552.0,1546.0,2008
1355,2584,,,2008
1355,4069,239.0,238.0,2008
1355,11589,,,2008
1357,14071,,,2008
1357,14020,,,2008
1360,621,,,2008
1363,518,165.0,165.0,2008
1363,4136,1590.0,1589.0,2008
1363,14121,,,2008
1376,1196,,,2008
1378,444,351.0,351.0,2008
1379,3871,,,2008
1379,14219,,,2008
1381,423,1191.0,1191.0,2008
1384,14238,,,2008
1386,6930,,,2008
1386,14256,,,2008
1393,1320,,,2008
1393,7078,1943.0,1943.0,2008
1393,487,285.0,285.0,2008
1395,2921,,,2008
1401,1872,,,2008
1401,13296,,,2008
1401,1433,,,2008
1405,211,203.0,203.0,2008
1405,1777,,,2008
1405,199,11.0,11.0,2008
1405,205,262.0,260.0,2008
1405,1949,,,2008
1407,221,232.0,232.0,2008
1407,1090,67.0,67.0,2008
1411,1800,1359.0,1359.0,2008
1411,748,136.0,136.0,2008
1416,227,4.0,4.0,2008
1416,228,164.0,163.0,2008
1416,229,11.0,10.0,2008
1416,217,17.0,15.0,2008
1420,8707,,,2008
1423,67,44.0,44.0,2008
1423,7340,,,2008
1423,1444,,,2008
1423,484,,,2008
1423,476,,,2008
1423,474,,,2008
1423,468,734.0,733.0,2008
1423,9183,,,2008
1423,327,,,2008
1423,310,47.0,46.0,2008
1423,301,143.0,141.0,2008
1423,10608,,,2008
1423,257,25.0,25.0,2008
1423,295,5.0,5.0,2008
1423,294,134.0,130.0,2008
1423,157,101.0,97.0,2008
1423,288,18.0,17.0,2008
1423,290,,,2008
1423,292,42.0,39.0,2008
1423,330,1408.0,1398.0,2008
1423,1436,,,2008
1423,304,,,2008
1423,300,,,2008
1423,674,,,2008
1423,1047,313.0,304.0,2008
1423,4817,,,2008
1423,89,,,2008
1423,344,,,2008
1423,331,1275.0,1264.0,2008
1423,641,,,2008
1423,681,,,2008
1423,291,13.0,12.0,2008
1424,65,9.0,9.0,2008
1424,159,12.0,11.0,2008
1424,225,22.0,20.0,2008
1424,229,11.0,10.0,2008
1424,813,1336.0,1332.0,2008
1424,1377,251.0,247.0,2008
1424,2850,300.0,295.0,2008
1430,498,37.0,37.0,2008
1430,1866,478.0,477.0,2008
1430,3749,1230.0,1228.0,2008
1430,6298,307.0,306.0,2008
1430,8307,,,2008
1433,157,249.0,249.0,2008
1433,2500,,,2008
1433,3119,570.0,569.0,2008
1433,14526,,,2008
1433,14534,,,2008
1433,14525,,,2008
1433,14533,,,2008
1438,1109,46.0,46.0,2008
1438,81,218.0,217.0,2008
1438,227,50.0,49.0,2008
1438,6726,,,2008
1438,14561,,,2008
1438,5453,,,2008
1440,3332,1891.0,1891.0,2008
1440,13553,,,2008
1442,1179,1304.0,1304.0,2008
1444,12793,,,2008
1445,67,8.0,8.0,2008
1445,14593,,,2008
1445,14591,,,2008
1445,3199,761.0,760.0,2008
1445,2102,,,2008
1445,2094,531.0,530.0,2008
1445,14594,,,2008
1445,1556,,,2008
1445,318,43.0,42.0,2008
1445,299,39.0,38.0,2008
1445,289,2.0,2.0,2008
1445,288,31.0,29.0,2008
1445,285,179.0,174.0,2008
1445,257,49.0,44.0,2008
1445,14595,,,2008
1445,349,110.0,104.0,2008
1445,1906,1104.0,1094.0,2008
1454,51,6.0,6.0,2008
1454,3302,573.0,572.0,2008
1454,1892,289.0,288.0,2008
1454,1413,90.0,89.0,2008
1454,1013,60.0,59.0,2008
1454,1005,,,2008
1454,1001,66.0,64.0,2008
1454,997,59.0,58.0,2008
1454,993,42.0,41.0,2008
1454,863,630.0,622.0,2008
1454,3988,644.0,635.0,2008
1454,715,120.0,114.0,2008
1454,187,41.0,40.0,2008
1454,182,52.0,49.0,2008
1454,159,12.0,11.0,2008
1454,99,85.0,77.0,2008
1454,95,1024.0,1009.0,2008
1454,75,518.0,506.0,2008
1454,72,1.0,1.0,2008
1454,441,25.0,22.0,2008
1454,11794,,,2008
1454,612,664.0,646.0,2008
1454,253,1332.0,1312.0,2008
1454,2469,1431.0,1410.0,2008
1454,68,479.0,465.0,2008
1454,722,416.0,402.0,2008
1454,229,11.0,9.0,2008
1455,300,,,2008
1455,461,1853.0,1853.0,2008
1455,1684,137.0,137.0,2008
1455,333,7.0,7.0,2008
1455,5310,,,2008
1455,289,2.0,2.0,2008
1455,288,31.0,29.0,2008
1455,908,318.0,314.0,2008
1455,498,37.0,34.0,2008
1455,680,345.0,339.0,2008
1455,536,231.0,226.0,2008
1455,377,78.0,74.0,2008
1455,344,,,2008
1455,318,43.0,39.0,2008
1455,295,35.0,32.0,2008
1455,291,15.0,13.0,2008
1455,491,,,2008
1455,5684,,,2008
1458,161,,,2008
1458,291,4.0,4.0,2008
1458,299,121.0,120.0,2008
1458,456,19.0,18.0,2008
1458,486,230.0,227.0,2008
1458,1021,,,2008
1466,1459,10.0,10.0,2008
1466,349,8.0,8.0,2008
1466,293,34.0,32.0,2008
1466,461,50.0,47.0,2008
1466,681,,,2008
1466,289,2.0,2.0,2008
1466,89,,,2008
1466,288,11.0,8.0,2008
1467,377,78.0,78.0,2008
1467,455,234.0,233.0,2008
1470,232,,,2008
1470,2139,,,2008
1470,3686,395.0,395.0,2008
1470,1155,1021.0,1020.0,2008
1470,2268,,,2008
1470,196,1932.0,1930.0,2008
1470,435,,,2008
1470,6032,,,2008
1470,433,238.0,238.0,2008
1470,11589,,,2008
1481,209,19.0,19.0,2008
1481,377,78.0,77.0,2008
1481,1104,162.0,160.0,2008
1481,1515,444.0,441.0,2008
1481,4155,,,2008
1481,14805,,,2008
1481,481,402.0,399.0,2008
1481,1520,560.0,555.0,2008
1481,7650,,,2008
1481,7354,,,2008
1481,959,55.0,54.0,2008
1481,14801,,,2008
1481,540,63.0,61.0,2008
1481,1650,404.0,398.0,2008
1481,3400,1880.0,1871.0,2008
1481,12168,,,2008
1481,207,28.0,27.0,2008
1481,3475,818.0,808.0,2008
1481,1090,67.0,63.0,2008
1481,1048,200.0,193.0,2008
1481,4115,278.0,270.0,2008
1481,5440,,,2008
1481,14802,,,2008
1481,9233,,,2008
1481,2524,475.0,463.0,2008
1484,1145,492.0,492.0,2008
1484,5602,,,2008
1489,1854,148.0,148.0,2008
1496,72,1.0,1.0,2008
1496,229,11.0,10.0,2008
1496,1151,,,2008
1496,1384,1220.0,1218.0,2008
1497,14958,,,2008
1499,5391,,,2008
1505,15094,,,2008
1505,489,808.0,808.0,2008
1517,257,24.0,24.0,2008
1517,468,509.0,508.0,2008
1517,1556,,,2008
1517,8067,,,2008
1517,301,49.0,48.0,2008
1517,294,76.0,74.0,2008
1518,11598,,,2008
1520,173,36.0,36.0,2008
1520,203,56.0,55.0,2008
1520,418,149.0,147.0,2008
1520,444,351.0,348.0,2008
1520,533,27.0,27.0,2008
1520,1098,23.0,23.0,2008
1520,4980,,,2008
1520,14459,1466.0,1460.0,2008
1527,1048,200.0,200.0,2008
1532,67,8.0,8.0,2008
1532,972,1534.0,1533.0,2008
1532,2521,1435.0,1434.0,2008
1534,45,142.0,142.0,2008
1534,217,17.0,17.0,2008
1534,486,38.0,37.0,2008
1534,768,357.0,354.0,2008
1534,1075,199.0,196.0,2008
1534,1184,,,2008
1534,3621,,,2008
1535,1242,152.0,152.0,2008
1535,4385,1170.0,1169.0,2008
1535,3373,255.0,254.0,2008
1535,481,402.0,400.0,2008
1535,15218,,,2008
1535,227,4.0,4.0,2008
1535,3273,,,2008
1535,3081,,,2008
1535,7777,,,2008
1535,191,,,2008
1535,430,1763.0,1758.0,2008
1535,4810,1578.0,1573.0,2008
1535,230,92.0,91.0,2008
1535,540,63.0,62.0,2008
1535,1390,,,2008
1535,3079,,,2008
1535,15220,,,2008
1535,1047,197.0,193.0,2008
1535,412,1419.0,1411.0,2008
1535,291,15.0,14.0,2008
1535,209,19.0,17.0,2008
1535,2852,,,2008
1535,4559,,,2008
1535,5785,358.0,350.0,2008
1535,190,3.0,3.0,2008
1535,89,,,2008
1540,6054,,,2008
1540,89,,,2008
1540,8136,,,2008
1541,1890,1106.0,1106.0,2008
1541,15241,,,2008
1541,40,534.0,534.0,2008
1545,187,206.0,206.0,2008
1545,5421,1009.0,1008.0,2008
1545,227,121.0,121.0,2008
1545,383,955.0,953.0,2008
1545,389,658.0,656.0,2008
1545,5306,1473.0,1468.0,2008
1545,429,241.0,239.0,2008
1545,439,844.0,840.0,2008
1545,2938,2.0,2.0,2008
1545,1513,197.0,195.0,2008
1545,7638,,,2008
1545,1109,366.0,361.0,2008
1545,716,41.0,40.0,2008
1545,840,,,2008
1545,604,998.0,988.0,2008
1545,424,25.0,24.0,2008
1545,199,1.0,1.0,2008
1545,903,1074.0,1060.0,2008
1545,15261,,,2008
1545,932,1927.0,1911.0,2008
1545,705,,,2008
1545,1154,1746.0,1730.0,2008
1547,81,154.0,154.0,2008
1547,5237,,,2008
1547,3753,562.0,561.0,2008
1547,2600,1855.0,1853.0,2008
1547,1517,,,2008
1547,1384,1220.0,1218.0,2008
