user,item,rank,test_year
1930,6995,,2008
1930,12816,,2008
1933,17700,,2008
1935,488,1046.0,2008
1935,519,1040.0,2008
1935,328,,2008
1935,378,1970.0,2008
1935,1200,,2008
1935,1672,1944.0,2008
1935,500,1756.0,2008
1935,706,657.0,2008
1935,808,524.0,2008
1935,1874,1902.0,2008
1935,2738,,2008
1935,8350,,2008
1935,707,1961.0,2008
1935,2956,,2008
1935,498,1926.0,2008
1935,1803,673.0,2008
1941,481,155.0,2008
1941,1048,476.0,2008
1941,1198,,2008
1941,687,,2008
1941,1043,1342.0,2008
1941,1201,1921.0,2008
1941,3373,605.0,2008
1941,17787,,2008
1941,300,,2008
1941,8244,,2008
1941,13468,,2008
1944,954,612.0,2008
1944,3088,,2008
1948,498,1932.0,2008
1948,2462,,2008
1948,3187,,2008
1948,15903,,2008
1949,207,1855.0,2008
1950,173,1964.0,2008
1950,233,1685.0,2008
1950,429,57.0,2008
1950,450,1104.0,2008
1950,221,53.0,2008
1950,425,1152.0,2008
1950,378,60.0,2008
1950,81,1691.0,2008
1950,430,768.0,2008
1950,3744,203.0,2008
1950,1062,292.0,2008
1950,5027,103.0,2008
1950,10214,377.0,2008
1950,972,189.0,2008
1950,4618,,2008
1951,425,849.0,2008
1951,3258,1674.0,2008
1951,88,596.0,2008
1951,17848,,2008
1951,440,38.0,2008
1951,412,1440.0,2008
1951,228,1263.0,2008
1951,982,308.0,2008
1951,15994,708.0,2008
1951,17846,,2008
1952,1755,917.0,2008
1952,227,1606.0,2008
1956,1064,250.0,2008
1956,3674,407.0,2008
1958,17890,,2008
1958,13012,503.0,2008
1962,620,1275.0,2008
1962,7663,,2008
1962,757,,2008
1962,10033,,2008
1962,17904,,2008
1962,8705,,2008
1962,17900,,2008
1962,3281,350.0,2008
1962,10615,,2008
1965,55,74.0,2008
1968,1119,1722.0,2008
1968,198,120.0,2008
1968,2791,,2008
1968,4800,,2008
1968,710,,2008
1968,724,84.0,2008
1968,5105,,2008
1973,294,882.0,2008
1973,302,,2008
1973,1098,1885.0,2008
1973,518,1172.0,2008
1973,311,85.0,2008
1973,257,4.0,2008
1973,680,1369.0,2008
1973,65,5.0,2008
1973,316,71.0,2008
1973,166,68.0,2008
1973,157,674.0,2008
1973,97,,2008
1973,1556,,2008
1973,1114,1725.0,2008
1973,333,1.0,2008
1973,180,1297.0,2008
1973,1601,246.0,2008
1973,55,150.0,2008
1973,295,8.0,2008
1973,300,,2008
1973,1104,1583.0,2008
1973,89,,2008
1974,7530,,2008
1974,56,1610.0,2008
1974,15325,,2008
1974,1154,100.0,2008
1974,3193,,2008
1974,15119,1141.0,2008
1974,11084,411.0,2008
1974,1501,,2008
1974,6282,419.0,2008
1974,230,948.0,2008
1974,424,299.0,2008
1974,1246,1329.0,2008
1974,1206,182.0,2008
1974,67,584.0,2008
1974,3462,,2008
1974,2458,1139.0,2008
1974,3063,,2008
1974,1249,963.0,2008
1974,1349,1631.0,2008
1974,375,328.0,2008
1974,234,96.0,2008
1974,227,22.0,2008
1974,163,1955.0,2008
1974,3494,,2008
1974,198,111.0,2008
1974,17958,,2008
1974,2101,,2008
1974,173,9.0,2008
1974,2086,,2008
1974,1121,213.0,2008
1975,17967,,2008
1975,2671,,2008
1975,7695,45.0,2008
1975,1943,,2008
1976,17978,,2008
1976,447,869.0,2008
1976,8239,,2008
1981,18008,,2008
1981,10327,,2008
1981,18004,,2008
1981,65,316.0,2008
1981,7187,86.0,2008
1984,500,803.0,2008
1984,1919,1712.0,2008
1984,924,68.0,2008
1984,957,1836.0,2008
1984,1910,,2008
1984,813,779.0,2008
1984,930,403.0,2008
1984,1528,1752.0,2008
1986,2765,870.0,2008
1987,2369,540.0,2008
1987,3264,65.0,2008
1988,9157,,2008
1990,16501,,2008
1991,18074,,2008
1994,620,1005.0,2008
1994,874,282.0,2008
1994,1804,593.0,2008
1994,13716,,2008
1994,1103,,2008
1994,173,9.0,2008
1995,501,225.0,2008
1995,808,523.0,2008
1995,3164,,2008
1995,4225,389.0,2008
1995,4994,,2008
1995,2850,679.0,2008
2000,907,374.0,2008
2001,843,484.0,2008
2001,517,669.0,2008
2001,3240,,2008
2003,18145,,2008
2003,6667,,2008
2003,767,169.0,2008
2003,6582,1855.0,2008
2003,1332,1910.0,2008
2003,2030,1250.0,2008
2003,5475,,2008
2003,64,1441.0,2008
2003,2667,,2008
2003,1222,1675.0,2008
2003,11652,,2008
2003,12964,,2008
2003,3411,108.0,2008
2003,15037,802.0,2008
2003,697,483.0,2008
2003,2691,1241.0,2008
2003,13651,,2008
2007,475,1953.0,2008
2007,707,1967.0,2008
2007,841,1809.0,2008
2007,854,34.0,2008
2007,1410,,2008
2007,1418,119.0,2008
2007,1527,1744.0,2008
2007,2473,1029.0,2008
2007,2491,,2008
2007,3780,,2008
2007,7419,517.0,2008
2007,9225,,2008
2007,9716,,2008
2007,18206,,2008
2010,1246,1406.0,2008
2010,229,218.0,2008
2010,439,1649.0,2008
2010,2652,,2008
2010,18208,,2008
2010,226,8.0,2008
2010,1714,,2008
2013,207,2.0,2008
2013,221,49.0,2008
2016,18230,,2008
2016,18235,,2008
2016,1781,,2008
2017,18258,,2008
2017,432,1753.0,2008
2017,757,,2008
2017,969,588.0,2008
2017,1191,,2008
2017,1394,371.0,2008
2017,2083,,2008
2017,4601,,2008
2017,6374,,2008
2017,7884,,2008
2017,18256,,2008
2017,18259,,2008
2017,546,,2008
2017,1396,1880.0,2008
2017,1408,,2008
2019,498,1932.0,2008
2019,9187,56.0,2008
2019,4750,,2008
2019,4380,,2008
2019,11217,,2008
2019,3078,,2008
2019,16709,,2008
2019,1852,173.0,2008
2019,1725,,2008
2019,1470,147.0,2008
2019,683,231.0,2008
2019,499,1668.0,2008
2019,1859,1635.0,2008
2019,8264,,2008
2019,3127,,2008
2019,5425,,2008
2019,7252,,2008
2025,1073,1277.0,2008
2025,18282,,2008
2027,289,1916.0,2008
2027,300,,2008
2027,311,1018.0,2008
2027,318,8.0,2008
2027,1470,147.0,2008
2027,4177,,2008
2029,226,63.0,2008
2029,233,96.0,2008
2029,862,1315.0,2008
2029,1062,1919.0,2008
2030,475,1953.0,2008
2030,3132,,2008
2030,64,678.0,2008
2030,154,633.0,2008
2030,418,124.0,2008
2030,1109,661.0,2008
2030,1795,273.0,2008
2030,13498,,2008
2030,238,1029.0,2008
2030,2331,,2008
2030,2605,1.0,2008
2034,1510,1527.0,2008
2036,599,428.0,2008
2036,2419,,2008
2036,2711,777.0,2008
2036,3057,204.0,2008
2036,5250,,2008
2036,17048,,2008
2036,18356,,2008
2041,403,1415.0,2008
2041,1246,1335.0,2008
2046,3184,213.0,2008
2046,5653,,2008
2046,9,194.0,2008
2047,1156,862.0,2008
2053,503,6.0,2008
2053,1339,169.0,2008
2053,953,44.0,2008
2053,2370,663.0,2008
2053,4343,,2008
2053,25,74.0,2008
2053,4286,,2008
2053,2961,140.0,2008
2053,837,,2008
2053,917,492.0,2008
2053,955,381.0,2008
2053,1114,416.0,2008
2053,923,202.0,2008
2053,1359,,2008
2053,4136,380.0,2008
2053,2014,689.0,2008
2053,824,294.0,2008
2053,504,287.0,2008
2053,5459,355.0,2008
2053,378,1939.0,2008
2058,55,74.0,2008
2058,67,588.0,2008
2058,89,,2008
2058,299,246.0,2008
2058,302,,2008
2058,525,1734.0,2008
2061,89,,2008
2061,288,41.0,2008
2061,289,1915.0,2008
2066,1300,694.0,2008
2066,504,1961.0,2008
2066,1339,805.0,2008
2066,5079,1908.0,2008
2066,9263,,2008
2066,18526,,2008
2066,726,,2008
2066,923,1095.0,2008
2066,1104,631.0,2008
2066,1712,,2008
2066,2038,,2008
2066,4155,,2008
2066,8405,,2008
2066,9978,,2008
2066,18525,,2008
2066,18527,,2008
2068,535,396.0,2008
2068,1590,,2008
2068,10677,228.0,2008
2068,18548,,2008
2069,233,18.0,2008
2069,500,703.0,2008
2069,3753,1806.0,2008
2069,1672,87.0,2008
2069,1044,1856.0,2008
2069,6194,161.0,2008
2069,1034,,2008
2069,1094,,2008
2069,5079,1002.0,2008
2069,3081,,2008
2069,1180,23.0,2008
2069,1045,184.0,2008
2069,292,1849.0,2008
2069,2526,,2008
2069,18552,,2008
2069,362,,2008
2069,2785,,2008
2069,18551,,2008
2079,6869,,2008
2079,465,196.0,2008
2079,344,,2008
2079,5266,,2008
2080,72,1524.0,2008
2080,81,557.0,2008
2080,4308,1900.0,2008
2084,207,1855.0,2008
2084,227,22.0,2008
2084,18611,,2008
2090,13347,,2008
2090,18638,,2008
2091,81,557.0,2008
2091,972,1741.0,2008
2091,4316,,2008
2091,16696,,2008
2092,207,1855.0,2008
2092,1515,1095.0,2008
2092,195,1939.0,2008
2092,3057,204.0,2008
2092,5233,,2008
2092,1048,476.0,2008
2093,718,714.0,2008
2093,1369,613.0,2008
2093,2786,1757.0,2008
2093,9926,,2008
2095,1109,663.0,2008
2095,18692,,2008
2095,2331,,2008
2095,2952,,2008
2095,18687,,2008
2095,18685,,2008
2095,8445,,2008
2095,18680,,2008
2095,11676,,2008
2095,18673,,2008
2095,18669,,2008
2095,18689,,2008
2095,18681,,2008
2095,18677,,2008
2095,18671,,2008
2095,18668,,2008
2095,17982,,2008
2095,8699,,2008
2095,8439,,2008
2095,8436,,2008
2095,8425,,2008
2095,6961,,2008
2095,2312,,2008
2095,18693,,2008
2095,18667,,2008
2095,18666,,2008
2095,18678,,2008
2095,18695,,2008
2095,18691,,2008
2099,138,,2008
2099,2668,26.0,2008
2099,748,63.0,2008
2099,2811,319.0,2008
2099,3132,,2008
2099,4122,,2008
2099,4853,,2008
2099,18721,,2008
2,52,412.0,2009
2,63,868.0,2009
2,73,,2009
2,94,,2009
2,96,2135.0,2009
3,108,,2009
3,122,,2009
3,102,,2009
3,137,498.0,2009
11,89,53.0,2009
11,230,2137.0,2009
11,234,3566.0,2009
11,456,67.0,2009
11,469,152.0,2009
11,482,,2009
11,458,,2009
11,471,2654.0,2009
11,468,3106.0,2009
13,55,177.0,2009
13,67,3.0,2009
13,89,3461.0,2009
13,333,63.0,2009
13,298,3321.0,2009
15,600,,2009
22,822,,2009
23,152,60.0,2009
23,159,3573.0,2009
23,599,1427.0,2009
23,852,444.0,2009
23,855,,2009
23,856,3352.0,2009
23,860,3384.0,2009
23,861,1716.0,2009
23,862,634.0,2009
23,863,958.0,2009
23,875,733.0,2009
23,880,1318.0,2009
23,883,,2009
23,884,,2009
24,896,,2009
24,901,,2009
25,325,15.0,2009
25,155,261.0,2009
25,157,14.0,2009
25,295,14.0,2009
25,329,17.0,2009
25,350,,2009
26,922,17.0,2009
26,932,462.0,2009
26,934,,2009
27,614,119.0,2009
27,964,688.0,2009
27,423,1820.0,2009
33,418,1685.0,2009
33,1111,,2009
33,1117,,2009
33,1121,346.0,2009
33,1130,445.0,2009
36,497,2888.0,2009
36,500,3566.0,2009
36,687,578.0,2009
36,779,66.0,2009
36,1180,2476.0,2009
36,1181,1098.0,2009
36,1185,661.0,2009
39,13,2373.0,2009
39,1278,,2009
39,1283,,2009
40,1330,,2009
40,1305,,2009
40,1307,,2009
40,1311,,2009
40,1317,,2009
40,1309,,2009
40,1329,,2009
40,1308,,2009
40,1336,,2009
40,1292,300.0,2009
40,1310,,2009
49,1500,,2009
50,56,248.0,2009
50,207,45.0,2009
50,533,4.0,2009
50,65,3555.0,2009
50,229,18.0,2009
50,1090,2243.0,2009
50,1394,2887.0,2009
53,289,3444.0,2009
55,1633,3388.0,2009
56,1642,,2009
59,1104,29.0,2009
59,1131,3461.0,2009
59,1704,726.0,2009
59,504,322.0,2009
59,1358,1382.0,2009
59,377,6.0,2009
59,1701,,2009
59,36,191.0,2009
59,190,77.0,2009
61,1763,3053.0,2009
61,163,1.0,2009
61,196,3368.0,2009
61,227,465.0,2009
61,418,10.0,2009
61,1109,1077.0,2009
61,1755,3408.0,2009
61,1758,,2009
61,1771,,2009
61,1778,1257.0,2009
61,1783,,2009
61,727,476.0,2009
61,1112,2868.0,2009
62,51,3552.0,2009
62,1791,,2009
62,1789,931.0,2009
62,1786,881.0,2009
62,1785,,2009
62,1784,,2009
62,1072,1644.0,2009
62,961,3559.0,2009
62,868,3538.0,2009
62,1801,,2009
62,238,21.0,2009
62,1802,,2009
62,64,81.0,2009
62,187,1210.0,2009
62,182,3392.0,2009
62,173,55.0,2009
62,154,15.0,2009
62,65,3547.0,2009
62,72,2791.0,2009
62,1799,334.0,2009
62,1790,107.0,2009
62,1787,89.0,2009
62,190,2095.0,2009
62,189,2552.0,2009
62,1384,190.0,2009
62,378,1732.0,2009
62,221,3411.0,2009
62,191,3157.0,2009
62,70,3189.0,2009
62,81,3426.0,2009
64,1821,,2009
69,154,15.0,2009
71,944,3122.0,2009
71,1993,1928.0,2009
71,1997,,2009
71,2011,118.0,2009
71,1999,,2009
73,82,603.0,2009
73,157,114.0,2009
73,599,4.0,2009
73,155,367.0,2009
73,2028,,2009
73,2039,,2009
74,2044,182.0,2009
74,2049,,2009
74,2050,,2009
74,2046,,2009
74,2066,,2009
77,229,19.0,2009
82,2263,,2009
89,209,3531.0,2009
89,680,3488.0,2009
90,2453,24.0,2009
90,2443,31.0,2009
90,2439,25.0,2009
90,2458,649.0,2009
90,1415,3051.0,2009
90,2452,,2009
92,1686,3494.0,2009
92,2497,,2009
92,2498,186.0,2009
94,429,585.0,2009
99,173,1069.0,2009
99,229,1.0,2009
99,157,391.0,2009
99,72,3553.0,2009
99,1104,398.0,2009
103,2651,,2009
104,2656,,2009
104,2652,1022.0,2009
104,500,3566.0,2009
104,425,1486.0,2009
104,2655,,2009
104,1044,896.0,2009
104,2662,,2009
104,1274,3396.0,2009
104,2657,,2009
104,2653,,2009
104,1045,422.0,2009
104,2637,1203.0,2009
104,2663,,2009
104,383,1949.0,2009
104,705,2939.0,2009
104,498,145.0,2009
104,230,3558.0,2009
104,192,3400.0,2009
104,1038,,2009
104,89,3453.0,2009
108,1260,1764.0,2009
109,2372,722.0,2009
109,732,410.0,2009
109,1249,846.0,2009
109,1803,744.0,2009
109,1810,451.0,2009
109,2363,1373.0,2009
109,2782,,2009
109,2785,1701.0,2009
109,2790,,2009
109,2343,2444.0,2009
109,2789,1957.0,2009
109,1360,61.0,2009
109,2350,2637.0,2009
109,2346,2560.0,2009
109,2784,1975.0,2009
109,2796,,2009
110,265,2012.0,2009
110,257,3571.0,2009
110,289,3443.0,2009
110,325,281.0,2009
110,2102,1464.0,2009
110,409,,2009
110,2802,,2009
111,207,3561.0,2009
111,533,3410.0,2009
111,1048,247.0,2009
111,2814,,2009
111,2815,342.0,2009
111,2826,,2009
111,173,1798.0,2009
117,730,360.0,2009
117,227,10.0,2009
117,717,548.0,2009
118,377,3540.0,2009
118,1406,2717.0,2009
118,2940,1464.0,2009
118,2941,2415.0,2009
118,2946,,2009
118,2949,,2009
118,2954,,2009
118,2959,,2009
119,517,3490.0,2009
119,724,3192.0,2009
119,813,2721.0,2009
119,824,1201.0,2009
119,917,3538.0,2009
119,923,1872.0,2009
119,930,2231.0,2009
119,936,676.0,2009
119,1339,881.0,2009
119,2963,2797.0,2009
119,2969,1358.0,2009
119,2966,,2009
119,2974,,2009
123,1099,2334.0,2009
123,3026,,2009
123,3033,,2009
123,779,66.0,2009
123,210,3460.0,2009
123,816,1257.0,2009
123,3030,,2009
123,3031,,2009
124,75,199.0,2009
127,951,3204.0,2009
127,952,2560.0,2009
127,965,3479.0,2009
127,3097,2188.0,2009
127,3095,,2009
127,1927,1136.0,2009
127,920,139.0,2009
127,2062,3451.0,2009
127,3088,2495.0,2009
127,3087,,2009
129,265,13.0,2009
129,1463,116.0,2009
130,1441,,2009
131,3147,,2009
131,3154,,2009
132,310,349.0,2009
134,3178,,2009
135,3194,,2009
137,525,932.0,2009
137,70,522.0,2009
137,246,,2009
142,3276,,2009
145,2977,,2009
146,344,712.0,2009
146,349,3376.0,2009
149,71,121.0,2009
149,291,2.0,2009
149,302,224.0,2009
149,306,447.0,2009
149,486,101.0,2009
149,3368,,2009
149,546,373.0,2009
149,1116,9.0,2009
149,680,101.0,2009
149,1044,61.0,2009
149,3367,1861.0,2009
149,378,24.0,2009
149,1934,777.0,2009
149,498,1.0,2009
149,518,218.0,2009
149,697,2648.0,2009
149,536,196.0,2009
149,3373,28.0,2009
149,89,6.0,2009
149,572,2664.0,2009
149,1470,145.0,2009
149,497,170.0,2009
150,155,1742.0,2009
150,295,67.0,2009
150,329,1415.0,2009
150,701,3164.0,2009
150,1447,439.0,2009
150,1601,2990.0,2009
150,2861,,2009
159,173,687.0,2009
159,674,360.0,2009
163,344,712.0,2009
163,892,,2009
163,2454,299.0,2009
163,3594,,2009
163,3600,441.0,2009
163,3603,,2009
163,3605,,2009
163,3606,476.0,2009
168,1163,,2009
170,512,41.0,2009
170,3720,,2009
170,2594,2529.0,2009
170,854,3444.0,2009
170,917,3002.0,2009
170,964,482.0,2009
170,503,58.0,2009
170,3728,,2009
170,843,434.0,2009
170,3717,571.0,2009
170,1812,338.0,2009
170,768,34.0,2009
170,2971,,2009
170,3718,,2009
170,614,3546.0,2009
170,1561,,2009
170,3725,,2009
172,1394,2892.0,2009
172,3333,3516.0,2009
172,1400,254.0,2009
172,173,56.0,2009
172,1409,3131.0,2009
172,2614,216.0,2009
172,703,,2009
172,80,2488.0,2009
172,1099,2331.0,2009
174,683,1443.0,2009
175,1489,,2009
176,51,3552.0,2009
176,72,2799.0,2009
176,223,2959.0,2009
176,225,168.0,2009
176,233,85.0,2009
176,1075,196.0,2009
176,3576,577.0,2009
176,227,463.0,2009
178,1110,3525.0,2009
178,188,2989.0,2009
178,824,1201.0,2009
178,2964,,2009
181,190,2106.0,2009
181,517,3489.0,2009
181,3827,171.0,2009
187,852,416.0,2009
188,2342,3353.0,2009
190,3982,,2009
190,3966,378.0,2009
190,3972,,2009
190,3968,,2009
190,3974,,2009
190,3959,,2009
190,3952,,2009
190,3979,,2009
190,3949,,2009
190,3947,,2009
190,292,2.0,2009
190,3971,,2009
190,3977,,2009
190,3961,,2009
190,3981,,2009
190,3978,,2009
190,3948,,2009
190,3970,,2009
190,3953,,2009
190,3983,,2009
190,455,916.0,2009
190,3975,,2009
190,3985,,2009
190,3954,,2009
190,2934,1424.0,2009
190,3967,,2009
190,3957,,2009
190,3969,,2009
190,67,3541.0,2009
190,3960,,2009
190,3973,,2009
190,3956,,2009
190,3951,,2009
196,1151,1762.0,2009
198,4106,,2009
200,857,74.0,2009
200,917,3541.0,2009
200,4123,475.0,2009
201,518,3218.0,2009
201,4134,,2009
201,4138,,2009
201,4136,2480.0,2009
203,500,3567.0,2009
203,1193,237.0,2009
203,4167,,2009
203,4170,,2009
203,4180,1942.0,2009
204,4202,,2009
205,2820,107.0,2009
205,4225,3471.0,2009
205,1263,,2009
205,1091,173.0,2009
205,815,2623.0,2009
205,4236,,2009
205,4239,,2009
205,779,66.0,2009
205,972,1110.0,2009
205,537,138.0,2009
205,4237,,2009
205,4226,,2009
205,173,56.0,2009
205,498,141.0,2009
205,190,2099.0,2009
205,3362,,2009
205,4228,,2009
205,774,,2009
205,4231,,2009
205,4232,,2009
205,418,11.0,2009
205,3411,177.0,2009
205,4227,,2009
205,2383,832.0,2009
205,2154,829.0,2009
205,4230,2779.0,2009
205,4108,1555.0,2009
206,207,45.0,2009
206,302,3456.0,2009
206,1052,2063.0,2009
206,4246,,2009
207,359,2396.0,2009
207,4253,,2009
209,302,23.0,2009
209,2801,192.0,2009
210,63,869.0,2009
210,72,2798.0,2009
210,165,1569.0,2009
210,173,56.0,2009
210,187,1212.0,2009
210,190,2102.0,2009
210,516,2631.0,2009
210,1001,226.0,2009
210,1061,1507.0,2009
210,1072,1640.0,2009
210,1075,197.0,2009
210,1091,173.0,2009
210,1713,3133.0,2009
210,3046,610.0,2009
210,4295,,2009
210,4308,1516.0,2009
213,190,2106.0,2009
217,4399,,2009
225,2028,,2009
225,4496,,2009
225,4509,,2009
225,4510,,2009
225,4500,,2009
225,3028,1582.0,2009
225,4511,,2009
225,300,77.0,2009
225,814,377.0,2009
225,1547,1150.0,2009
225,4346,327.0,2009
225,831,,2009
225,4504,2364.0,2009
225,4021,,2009
226,288,1953.0,2009
229,7,2518.0,2009
229,2840,865.0,2009
229,344,712.0,2009
229,4553,,2009
229,209,3528.0,2009
229,349,3374.0,2009
229,499,509.0,2009
229,518,3214.0,2009
229,4550,,2009
229,2959,,2009
229,858,1345.0,2009
229,964,688.0,2009
229,38,2491.0,2009
229,3542,,2009
229,4549,,2009
229,830,3475.0,2009
229,1274,3390.0,2009
229,1673,,2009
229,3719,1883.0,2009
229,288,1947.0,2009
232,4566,3327.0,2009
232,257,8.0,2009
232,2515,,2009
236,294,3545.0,2009
236,4617,,2009
236,295,67.0,2009
236,333,64.0,2009
236,191,3171.0,2009
236,1243,3506.0,2009
236,257,3567.0,2009
237,424,1433.0,2009
237,429,585.0,2009
237,533,4.0,2009
237,2134,,2009
238,4638,,2009
238,4625,,2009
238,4634,,2009
238,4639,,2009
238,4632,,2009
238,4628,,2009
238,4629,,2009
238,4630,,2009
238,4627,,2009
238,4636,,2009
238,4651,,2009
242,257,3572.0,2009
244,4712,,2009
247,1854,2545.0,2009
247,4179,,2009
247,4738,,2009
247,4739,,2009
247,4753,,2009
247,4737,,2009
247,4740,,2009
249,4036,,2009
249,808,3385.0,2009
249,4773,,2009
249,4772,,2009
249,4262,101.0,2009
249,2959,,2009
249,2850,1019.0,2009
249,1868,,2009
249,1184,2466.0,2009
249,1180,2475.0,2009
249,1029,,2009
249,1020,2453.0,2009
249,968,,2009
249,4774,,2009
249,680,3482.0,2009
249,4775,,2009
249,291,3544.0,2009
249,333,64.0,2009
249,371,2196.0,2009
249,377,3531.0,2009
249,537,138.0,2009
249,325,278.0,2009
249,293,2273.0,2009
249,497,2878.0,2009
249,500,3552.0,2009
249,503,2.0,2009
249,493,78.0,2009
249,811,1990.0,2009
249,7,2505.0,2009
249,403,121.0,2009
249,536,233.0,2009
249,486,3526.0,2009
249,2619,,2009
249,1853,1467.0,2009
249,1188,,2009
249,682,,2009
250,4784,3521.0,2009
253,802,,2009
253,289,3444.0,2009
255,512,77.0,2009
255,778,923.0,2009
255,1098,158.0,2009
255,1752,,2009
255,2156,,2009
256,2548,,2009
259,4894,,2009
259,4909,,2009
263,4975,,2009
263,4130,272.0,2009
263,1014,156.0,2009
265,512,290.0,2009
265,707,3574.0,2009
265,949,424.0,2009
265,2744,1885.0,2009
265,234,3404.0,2009
267,344,134.0,2009
267,456,115.0,2009
267,221,2960.0,2009
267,289,514.0,2009
267,291,9.0,2009
267,307,2671.0,2009
267,325,15.0,2009
267,362,3194.0,2009
267,403,1413.0,2009
267,466,,2009
267,680,28.0,2009
267,786,3499.0,2009
267,1043,1520.0,2009
267,1459,387.0,2009
268,5004,,2009
273,5060,,2009
273,5061,,2009
273,5062,,2009
273,5063,,2009
273,5069,,2009
273,5071,,2009
275,3617,2188.0,2009
277,1788,1694.0,2009
277,190,2105.0,2009
277,5112,,2009
278,67,3.0,2009
278,257,3571.0,2009
278,291,3550.0,2009
278,292,22.0,2009
278,318,1944.0,2009
278,329,1414.0,2009
278,157,126.0,2009
278,289,3439.0,2009
278,293,2274.0,2009
278,386,2674.0,2009
283,5176,,2009
283,80,238.0,2009
283,5200,,2009
283,66,2940.0,2009
283,238,8.0,2009
283,1824,47.0,2009
283,3109,891.0,2009
283,4316,288.0,2009
283,5185,,2009
288,5240,,2009
292,163,1.0,2009
293,412,3533.0,2009
293,1689,,2009
293,5311,,2009
296,5367,,2009
297,196,780.0,2009
297,5413,339.0,2009
298,4251,3028.0,2009
307,5503,,2009
307,5509,,2009
307,5073,,2009
307,5496,,2009
307,4725,,2009
307,5522,,2009
307,1226,248.0,2009
307,5494,,2009
307,5493,,2009
307,5510,,2009
308,190,2106.0,2009
308,227,466.0,2009
308,706,2945.0,2009
308,830,3481.0,2009
308,837,1985.0,2009
308,918,41.0,2009
308,951,3199.0,2009
308,1110,3518.0,2009
308,1249,846.0,2009
308,1350,394.0,2009
308,1412,33.0,2009
308,2343,2444.0,2009
308,2347,3043.0,2009
308,2363,1373.0,2009
308,2834,399.0,2009
308,4460,,2009
314,355,3527.0,2009
314,461,799.0,2009
317,5620,,2009
317,157,146.0,2009
317,5621,,2009
317,159,143.0,2009
317,707,3550.0,2009
317,917,1682.0,2009
317,1811,259.0,2009
317,5623,,2009
317,1369,233.0,2009
317,2070,,2009
317,3478,,2009
317,5614,,2009
324,1369,1344.0,2009
324,2342,3352.0,2009
324,5690,,2009
326,65,1210.0,2009
326,543,792.0,2009
326,542,3512.0,2009
326,536,83.0,2009
326,484,1784.0,2009
326,472,578.0,2009
326,455,3567.0,2009
326,378,1993.0,2009
326,908,1670.0,2009
326,333,171.0,2009
326,306,3203.0,2009
326,294,1082.0,2009
326,292,12.0,2009
326,288,66.0,2009
326,283,3031.0,2009
326,257,1980.0,2009
326,89,3404.0,2009
326,327,807.0,2009
326,3376,,2009
326,469,3527.0,2009
328,5733,,2009
328,5741,,2009
328,5737,,2009
329,689,,2009
336,5791,,2009
336,5792,,2009
336,2681,2971.0,2009
336,755,1674.0,2009
336,198,53.0,2009
336,1700,352.0,2009
336,162,2493.0,2009
336,70,2965.0,2009
336,5804,,2009
336,5802,,2009
336,5805,,2009
336,5800,,2009
336,5801,,2009
336,5795,,2009
336,486,418.0,2009
336,774,,2009
336,5806,,2009
336,5796,,2009
336,173,3294.0,2009
336,1044,23.0,2009
336,5794,,2009
336,5808,,2009
336,5797,,2009
336,5793,,2009
336,5803,946.0,2009
336,1709,2917.0,2009
336,64,216.0,2009
336,190,945.0,2009
338,5834,,2009
338,2973,,2009
338,289,3444.0,2009
340,55,177.0,2009
340,5846,,2009
340,5845,2717.0,2009
340,5844,1221.0,2009
340,4344,,2009
340,3795,,2009
340,3464,1293.0,2009
340,1503,,2009
340,1412,33.0,2009
340,903,2182.0,2009
340,868,3535.0,2009
340,701,3161.0,2009
340,614,118.0,2009
340,5848,,2009
340,525,3434.0,2009
340,333,63.0,2009
340,320,2682.0,2009
340,302,3446.0,2009
340,300,3332.0,2009
340,295,65.0,2009
340,292,23.0,2009
340,289,3430.0,2009
340,286,,2009
340,250,2297.0,2009
340,234,3393.0,2009
340,227,460.0,2009
340,89,3444.0,2009
340,67,3.0,2009
340,518,3203.0,2009
340,5850,,2009
340,1580,1970.0,2009
341,5886,,2009
342,157,128.0,2009
342,173,56.0,2009
342,599,1426.0,2009
342,163,1.0,2009
342,5889,,2009
343,707,3575.0,2009
343,917,3542.0,2009
344,5904,,2009
345,5929,1354.0,2009
347,377,3540.0,2009
347,488,510.0,2009
347,517,3489.0,2009
347,978,3389.0,2009
347,2956,3543.0,2009
347,5936,,2009
347,5939,,2009
347,5940,,2009
348,1684,3321.0,2009
348,908,2698.0,2009
349,5067,,2009
349,1035,,2009
349,2426,,2009
349,5966,376.0,2009
352,89,3463.0,2009
352,288,1953.0,2009
352,471,3357.0,2009
352,498,145.0,2009
352,680,3484.0,2009
352,982,2265.0,2009
352,5980,,2009
355,679,,2009
356,6013,,2009
356,6026,,2009
356,5960,,2009
356,5964,,2009
356,5967,,2009
356,6015,,2009
356,6018,,2009
356,6012,,2009
356,6017,,2009
357,3053,918.0,2009
357,1376,,2009
357,603,13.0,2009
357,1745,72.0,2009
357,1400,252.0,2009
357,1151,89.0,2009
357,985,1502.0,2009
357,969,68.0,2009
357,6031,,2009
357,441,2870.0,2009
357,429,580.0,2009
357,6037,,2009
357,420,336.0,2009
357,59,2431.0,2009
357,72,2789.0,2009
357,423,1813.0,2009
357,154,14.0,2009
357,99,978.0,2009
357,206,608.0,2009
357,229,17.0,2009
357,159,3557.0,2009
357,1883,3032.0,2009
